province,district,ward,long_province,long_district,long_ward,short_district,short_ward,province_english,district_english,ward_english,long_province_english,long_district_english,long_ward_english,short_district_english,short_ward_english,district_level,ward_level,district_level_english,ward_level_english
Quảng Bình,Tuyên Hóa,Thanh Hóa,Tỉnh Quảng Bình,Huyện Tuyên Hóa,Xã Thanh Hóa,Tuyên Hóa,Thanh Hóa,Quang Binh,Tuyen Hoa,Thanh Hoa,Quang Binh Province,Tuyen Hoa District,Thanh Hoa Commune,Tuyen Hoa,Thanh Hoa,Huyện,Xã,District,Commune
Quảng Bình,Tuyên Hóa,Thanh Thạch,Tỉnh Quảng Bình,Huyện Tuyên Hóa,Xã Thanh Thạch,Tuyên Hóa,Thanh Thạch,Quang Binh,Tuyen Hoa,Thanh Thach,Quang Binh Province,Tuyen Hoa District,Thanh Thach Commune,Tuyen Hoa,Thanh Thach,Huyện,Xã,District,Commune
Quảng Bình,Tuyên Hóa,Thuận Hóa,Tỉnh Quảng Bình,Huyện Tuyên Hóa,Xã Thuận Hóa,Tuyên Hóa,Thuận Hóa,Quang Binh,Tuyen Hoa,Thuan Hoa,Quang Binh Province,Tuyen Hoa District,Thuan Hoa Commune,Tuyen Hoa,Thuan Hoa,Huyện,Xã,District,Commune
Quảng Bình,Tuyên Hóa,Lâm Hóa,Tỉnh Quảng Bình,Huyện Tuyên Hóa,Xã Lâm Hóa,Tuyên Hóa,Lâm Hóa,Quang Binh,Tuyen Hoa,Lam Hoa,Quang Binh Province,Tuyen Hoa District,Lam Hoa Commune,Tuyen Hoa,Lam Hoa,Huyện,Xã,District,Commune
Quảng Bình,Tuyên Hóa,Lê Hóa,Tỉnh Quảng Bình,Huyện Tuyên Hóa,Xã Lê Hóa,Tuyên Hóa,Lê Hóa,Quang Binh,Tuyen Hoa,Le Hoa,Quang Binh Province,Tuyen Hoa District,Le Hoa Commune,Tuyen Hoa,Le Hoa,Huyện,Xã,District,Commune
Quảng Bình,Tuyên Hóa,Sơn Hóa,Tỉnh Quảng Bình,Huyện Tuyên Hóa,Xã Sơn Hóa,Tuyên Hóa,Sơn Hóa,Quang Binh,Tuyen Hoa,Son Hoa,Quang Binh Province,Tuyen Hoa District,Son Hoa Commune,Tuyen Hoa,Son Hoa,Huyện,Xã,District,Commune
Quảng Bình,Tuyên Hóa,Đồng Hóa,Tỉnh Quảng Bình,Huyện Tuyên Hóa,Xã Đồng Hóa,Tuyên Hóa,Đồng Hóa,Quang Binh,Tuyen Hoa,Dong Hoa,Quang Binh Province,Tuyen Hoa District,Dong Hoa Commune,Tuyen Hoa,Dong Hoa,Huyện,Xã,District,Commune
Quảng Bình,Tuyên Hóa,Ngư Hóa,Tỉnh Quảng Bình,Huyện Tuyên Hóa,Xã Ngư Hóa,Tuyên Hóa,Ngư Hóa,Quang Binh,Tuyen Hoa,Ngu Hoa,Quang Binh Province,Tuyen Hoa District,Ngu Hoa Commune,Tuyen Hoa,Ngu Hoa,Huyện,Xã,District,Commune
Quảng Bình,Tuyên Hóa,Thạch Hóa,Tỉnh Quảng Bình,Huyện Tuyên Hóa,Xã Thạch Hóa,Tuyên Hóa,Thạch Hóa,Quang Binh,Tuyen Hoa,Thach Hoa,Quang Binh Province,Tuyen Hoa District,Thach Hoa Commune,Tuyen Hoa,Thach Hoa,Huyện,Xã,District,Commune
Quảng Bình,Tuyên Hóa,Đức Hóa,Tỉnh Quảng Bình,Huyện Tuyên Hóa,Xã Đức Hóa,Tuyên Hóa,Đức Hóa,Quang Binh,Tuyen Hoa,Duc Hoa,Quang Binh Province,Tuyen Hoa District,Duc Hoa Commune,Tuyen Hoa,Duc Hoa,Huyện,Xã,District,Commune
Quảng Bình,Tuyên Hóa,Phong Hóa,Tỉnh Quảng Bình,Huyện Tuyên Hóa,Xã Phong Hóa,Tuyên Hóa,Phong Hóa,Quang Binh,Tuyen Hoa,Phong Hoa,Quang Binh Province,Tuyen Hoa District,Phong Hoa Commune,Tuyen Hoa,Phong Hoa,Huyện,Xã,District,Commune
Quảng Bình,Tuyên Hóa,Mai Hóa,Tỉnh Quảng Bình,Huyện Tuyên Hóa,Xã Mai Hóa,Tuyên Hóa,Mai Hóa,Quang Binh,Tuyen Hoa,Mai Hoa,Quang Binh Province,Tuyen Hoa District,Mai Hoa Commune,Tuyen Hoa,Mai Hoa,Huyện,Xã,District,Commune
Quảng Bình,Tuyên Hóa,Tiến Hóa,Tỉnh Quảng Bình,Huyện Tuyên Hóa,Xã Tiến Hóa,Tuyên Hóa,Tiến Hóa,Quang Binh,Tuyen Hoa,Tien Hoa,Quang Binh Province,Tuyen Hoa District,Tien Hoa Commune,Tuyen Hoa,Tien Hoa,Huyện,Xã,District,Commune
Quảng Bình,Tuyên Hóa,Châu Hóa,Tỉnh Quảng Bình,Huyện Tuyên Hóa,Xã Châu Hóa,Tuyên Hóa,Châu Hóa,Quang Binh,Tuyen Hoa,Chau Hoa,Quang Binh Province,Tuyen Hoa District,Chau Hoa Commune,Tuyen Hoa,Chau Hoa,Huyện,Xã,District,Commune
Quảng Bình,Tuyên Hóa,Cao Quảng,Tỉnh Quảng Bình,Huyện Tuyên Hóa,Xã Cao Quảng,Tuyên Hóa,Cao Quảng,Quang Binh,Tuyen Hoa,Cao Quang,Quang Binh Province,Tuyen Hoa District,Cao Quang Commune,Tuyen Hoa,Cao Quang,Huyện,Xã,District,Commune
Quảng Bình,Tuyên Hóa,Văn Hóa,Tỉnh Quảng Bình,Huyện Tuyên Hóa,Xã Văn Hóa,Tuyên Hóa,Văn Hóa,Quang Binh,Tuyen Hoa,Van Hoa,Quang Binh Province,Tuyen Hoa District,Van Hoa Commune,Tuyen Hoa,Van Hoa,Huyện,Xã,District,Commune
Quảng Bình,Quảng Trạch,Quảng Hợp,Tỉnh Quảng Bình,Huyện Quảng Trạch,Xã Quảng Hợp,Quảng Trạch,Quảng Hợp,Quang Binh,Quang Trach,Quang Hop,Quang Binh Province,Quang Trach District,Quang Hop Commune,Quang Trach,Quang Hop,Huyện,Xã,District,Commune
Quảng Bình,Quảng Trạch,Quảng Kim,Tỉnh Quảng Bình,Huyện Quảng Trạch,Xã Quảng Kim,Quảng Trạch,Quảng Kim,Quang Binh,Quang Trach,Quang Kim,Quang Binh Province,Quang Trach District,Quang Kim Commune,Quang Trach,Quang Kim,Huyện,Xã,District,Commune
Quảng Bình,Quảng Trạch,Quảng Đông,Tỉnh Quảng Bình,Huyện Quảng Trạch,Xã Quảng Đông,Quảng Trạch,Quảng Đông,Quang Binh,Quang Trach,Quang Dong,Quang Binh Province,Quang Trach District,Quang Dong Commune,Quang Trach,Quang Dong,Huyện,Xã,District,Commune
Quảng Bình,Quảng Trạch,Quảng Phú,Tỉnh Quảng Bình,Huyện Quảng Trạch,Xã Quảng Phú,Quảng Trạch,Quảng Phú,Quang Binh,Quang Trach,Quang Phu,Quang Binh Province,Quang Trach District,Quang Phu Commune,Quang Trach,Quang Phu,Huyện,Xã,District,Commune
Quảng Bình,Quảng Trạch,Quảng Châu,Tỉnh Quảng Bình,Huyện Quảng Trạch,Xã Quảng Châu,Quảng Trạch,Quảng Châu,Quang Binh,Quang Trach,Quang Chau,Quang Binh Province,Quang Trach District,Quang Chau Commune,Quang Trach,Quang Chau,Huyện,Xã,District,Commune
Quảng Bình,Quảng Trạch,Quảng Thạch,Tỉnh Quảng Bình,Huyện Quảng Trạch,Xã Quảng Thạch,Quảng Trạch,Quảng Thạch,Quang Binh,Quang Trach,Quang Thach,Quang Binh Province,Quang Trach District,Quang Thach Commune,Quang Trach,Quang Thach,Huyện,Xã,District,Commune
Quảng Bình,Quảng Trạch,Quảng Lưu,Tỉnh Quảng Bình,Huyện Quảng Trạch,Xã Quảng Lưu,Quảng Trạch,Quảng Lưu,Quang Binh,Quang Trach,Quang Luu,Quang Binh Province,Quang Trach District,Quang Luu Commune,Quang Trach,Quang Luu,Huyện,Xã,District,Commune
Quảng Bình,Quảng Trạch,Quảng Tùng,Tỉnh Quảng Bình,Huyện Quảng Trạch,Xã Quảng Tùng,Quảng Trạch,Quảng Tùng,Quang Binh,Quang Trach,Quang Tung,Quang Binh Province,Quang Trach District,Quang Tung Commune,Quang Trach,Quang Tung,Huyện,Xã,District,Commune
Quảng Bình,Quảng Trạch,Cảnh Dương,Tỉnh Quảng Bình,Huyện Quảng Trạch,Xã Cảnh Dương,Quảng Trạch,Cảnh Dương,Quang Binh,Quang Trach,Canh Duong,Quang Binh Province,Quang Trach District,Canh Duong Commune,Quang Trach,Canh Duong,Huyện,Xã,District,Commune
Quảng Bình,Quảng Trạch,Quảng Tiến,Tỉnh Quảng Bình,Huyện Quảng Trạch,Xã Quảng Tiến,Quảng Trạch,Quảng Tiến,Quang Binh,Quang Trach,Quang Tien,Quang Binh Province,Quang Trach District,Quang Tien Commune,Quang Trach,Quang Tien,Huyện,Xã,District,Commune
Quảng Bình,Quảng Trạch,Quảng Hưng,Tỉnh Quảng Bình,Huyện Quảng Trạch,Xã Quảng Hưng,Quảng Trạch,Quảng Hưng,Quang Binh,Quang Trach,Quang Hung,Quang Binh Province,Quang Trach District,Quang Hung Commune,Quang Trach,Quang Hung,Huyện,Xã,District,Commune
Quảng Bình,Quảng Trạch,Quảng Xuân,Tỉnh Quảng Bình,Huyện Quảng Trạch,Xã Quảng Xuân,Quảng Trạch,Quảng Xuân,Quang Binh,Quang Trach,Quang Xuan,Quang Binh Province,Quang Trach District,Quang Xuan Commune,Quang Trach,Quang Xuan,Huyện,Xã,District,Commune
Quảng Bình,Quảng Trạch,Cảnh Hóa,Tỉnh Quảng Bình,Huyện Quảng Trạch,Xã Cảnh Hóa,Quảng Trạch,Cảnh Hóa,Quang Binh,Quang Trach,Canh Hoa,Quang Binh Province,Quang Trach District,Canh Hoa Commune,Quang Trach,Canh Hoa,Huyện,Xã,District,Commune
Quảng Bình,Quảng Trạch,Liên Trường,Tỉnh Quảng Bình,Huyện Quảng Trạch,Xã Liên Trường,Quảng Trạch,Liên Trường,Quang Binh,Quang Trach,Lien Truong,Quang Binh Province,Quang Trach District,Lien Truong Commune,Quang Trach,Lien Truong,Huyện,Xã,District,Commune
Quảng Bình,Quảng Trạch,Quảng Phương,Tỉnh Quảng Bình,Huyện Quảng Trạch,Xã Quảng Phương,Quảng Trạch,Quảng Phương,Quang Binh,Quang Trach,Quang Phuong,Quang Binh Province,Quang Trach District,Quang Phuong Commune,Quang Trach,Quang Phuong,Huyện,Xã,District,Commune
Quảng Bình,Quảng Trạch,Phù Hóa,Tỉnh Quảng Bình,Huyện Quảng Trạch,Xã Phù Hóa,Quảng Trạch,Phù Hóa,Quang Binh,Quang Trach,Phu Hoa,Quang Binh Province,Quang Trach District,Phu Hoa Commune,Quang Trach,Phu Hoa,Huyện,Xã,District,Commune
Quảng Bình,Quảng Trạch,Quảng Thanh,Tỉnh Quảng Bình,Huyện Quảng Trạch,Xã Quảng Thanh,Quảng Trạch,Quảng Thanh,Quang Binh,Quang Trach,Quang Thanh,Quang Binh Province,Quang Trach District,Quang Thanh Commune,Quang Trach,Quang Thanh,Huyện,Xã,District,Commune
Quảng Bình,Bố Trạch,Hoàn Lão,Tỉnh Quảng Bình,Huyện Bố Trạch,Thị trấn Hoàn Lão,Bố Trạch,Hoàn Lão,Quang Binh,Bo Trach,Hoan Lao,Quang Binh Province,Bo Trach District,Hoan Lao Town,Bo Trach,Hoan Lao,Huyện,Thị trấn,District,Town
Quảng Bình,Bố Trạch,NT Việt Trung,Tỉnh Quảng Bình,Huyện Bố Trạch,Thị trấn NT Việt Trung,Bố Trạch,NT Việt Trung,Quang Binh,Bo Trach,NT Viet Trung,Quang Binh Province,Bo Trach District,NT Viet Trung Town,Bo Trach,NT Viet Trung,Huyện,Thị trấn,District,Town
Quảng Bình,Bố Trạch,Xuân Trạch,Tỉnh Quảng Bình,Huyện Bố Trạch,Xã Xuân Trạch,Bố Trạch,Xuân Trạch,Quang Binh,Bo Trach,Xuan Trach,Quang Binh Province,Bo Trach District,Xuan Trach Commune,Bo Trach,Xuan Trach,Huyện,Xã,District,Commune
Quảng Bình,Bố Trạch,Mỹ Trạch,Tỉnh Quảng Bình,Huyện Bố Trạch,Xã Mỹ Trạch,Bố Trạch,Mỹ Trạch,Quang Binh,Bo Trach,My Trach,Quang Binh Province,Bo Trach District,My Trach Commune,Bo Trach,My Trach,Huyện,Xã,District,Commune
Quảng Bình,Bố Trạch,Hạ Trạch,Tỉnh Quảng Bình,Huyện Bố Trạch,Xã Hạ Trạch,Bố Trạch,Hạ Trạch,Quang Binh,Bo Trach,Ha Trach,Quang Binh Province,Bo Trach District,Ha Trach Commune,Bo Trach,Ha Trach,Huyện,Xã,District,Commune
Quảng Bình,Bố Trạch,Bắc Trạch,Tỉnh Quảng Bình,Huyện Bố Trạch,Xã Bắc Trạch,Bố Trạch,Bắc Trạch,Quang Binh,Bo Trach,Bac Trach,Quang Binh Province,Bo Trach District,Bac Trach Commune,Bo Trach,Bac Trach,Huyện,Xã,District,Commune
Quảng Bình,Bố Trạch,Lâm Trạch,Tỉnh Quảng Bình,Huyện Bố Trạch,Xã Lâm Trạch,Bố Trạch,Lâm Trạch,Quang Binh,Bo Trach,Lam Trach,Quang Binh Province,Bo Trach District,Lam Trach Commune,Bo Trach,Lam Trach,Huyện,Xã,District,Commune
Quảng Bình,Bố Trạch,Thanh Trạch,Tỉnh Quảng Bình,Huyện Bố Trạch,Xã Thanh Trạch,Bố Trạch,Thanh Trạch,Quang Binh,Bo Trach,Thanh Trach,Quang Binh Province,Bo Trach District,Thanh Trach Commune,Bo Trach,Thanh Trach,Huyện,Xã,District,Commune
Quảng Bình,Bố Trạch,Liên Trạch,Tỉnh Quảng Bình,Huyện Bố Trạch,Xã Liên Trạch,Bố Trạch,Liên Trạch,Quang Binh,Bo Trach,Lien Trach,Quang Binh Province,Bo Trach District,Lien Trach Commune,Bo Trach,Lien Trach,Huyện,Xã,District,Commune
Quảng Bình,Bố Trạch,Phúc Trạch,Tỉnh Quảng Bình,Huyện Bố Trạch,Xã Phúc Trạch,Bố Trạch,Phúc Trạch,Quang Binh,Bo Trach,Phuc Trach,Quang Binh Province,Bo Trach District,Phuc Trach Commune,Bo Trach,Phuc Trach,Huyện,Xã,District,Commune
Quảng Bình,Bố Trạch,Cự Nẫm,Tỉnh Quảng Bình,Huyện Bố Trạch,Xã Cự Nẫm,Bố Trạch,Cự Nẫm,Quang Binh,Bo Trach,Cu Nam,Quang Binh Province,Bo Trach District,Cu Nam Commune,Bo Trach,Cu Nam,Huyện,Xã,District,Commune
Quảng Bình,Bố Trạch,Hải Phú,Tỉnh Quảng Bình,Huyện Bố Trạch,Xã Hải Phú,Bố Trạch,Hải Phú,Quang Binh,Bo Trach,Hai Phu,Quang Binh Province,Bo Trach District,Hai Phu Commune,Bo Trach,Hai Phu,Huyện,Xã,District,Commune
Quảng Bình,Bố Trạch,Thượng Trạch,Tỉnh Quảng Bình,Huyện Bố Trạch,Xã Thượng Trạch,Bố Trạch,Thượng Trạch,Quang Binh,Bo Trach,Thuong Trach,Quang Binh Province,Bo Trach District,Thuong Trach Commune,Bo Trach,Thuong Trach,Huyện,Xã,District,Commune
Quảng Bình,Bố Trạch,Sơn Lộc,Tỉnh Quảng Bình,Huyện Bố Trạch,Xã Sơn Lộc,Bố Trạch,Sơn Lộc,Quang Binh,Bo Trach,Son Loc,Quang Binh Province,Bo Trach District,Son Loc Commune,Bo Trach,Son Loc,Huyện,Xã,District,Commune
Quảng Bình,Bố Trạch,Hưng Trạch,Tỉnh Quảng Bình,Huyện Bố Trạch,Xã Hưng Trạch,Bố Trạch,Hưng Trạch,Quang Binh,Bo Trach,Hung Trach,Quang Binh Province,Bo Trach District,Hung Trach Commune,Bo Trach,Hung Trach,Huyện,Xã,District,Commune
Quảng Bình,Bố Trạch,Đồng Trạch,Tỉnh Quảng Bình,Huyện Bố Trạch,Xã Đồng Trạch,Bố Trạch,Đồng Trạch,Quang Binh,Bo Trach,Dong Trach,Quang Binh Province,Bo Trach District,Dong Trach Commune,Bo Trach,Dong Trach,Huyện,Xã,District,Commune
Quảng Bình,Bố Trạch,Đức Trạch,Tỉnh Quảng Bình,Huyện Bố Trạch,Xã Đức Trạch,Bố Trạch,Đức Trạch,Quang Binh,Bo Trach,Duc Trach,Quang Binh Province,Bo Trach District,Duc Trach Commune,Bo Trach,Duc Trach,Huyện,Xã,District,Commune
Quảng Bình,Bố Trạch,Phong Nha,Tỉnh Quảng Bình,Huyện Bố Trạch,Thị trấn Phong Nha,Bố Trạch,Phong Nha,Quang Binh,Bo Trach,Phong Nha,Quang Binh Province,Bo Trach District,Phong Nha Town,Bo Trach,Phong Nha,Huyện,Thị trấn,District,Town
Quảng Bình,Bố Trạch,Vạn Trạch,Tỉnh Quảng Bình,Huyện Bố Trạch,Xã Vạn Trạch,Bố Trạch,Vạn Trạch,Quang Binh,Bo Trach,Van Trach,Quang Binh Province,Bo Trach District,Van Trach Commune,Bo Trach,Van Trach,Huyện,Xã,District,Commune
Quảng Bình,Bố Trạch,Phú Định,Tỉnh Quảng Bình,Huyện Bố Trạch,Xã Phú Định,Bố Trạch,Phú Định,Quang Binh,Bo Trach,Phu Dinh,Quang Binh Province,Bo Trach District,Phu Dinh Commune,Bo Trach,Phu Dinh,Huyện,Xã,District,Commune
Quảng Bình,Bố Trạch,Trung Trạch,Tỉnh Quảng Bình,Huyện Bố Trạch,Xã Trung Trạch,Bố Trạch,Trung Trạch,Quang Binh,Bo Trach,Trung Trach,Quang Binh Province,Bo Trach District,Trung Trach Commune,Bo Trach,Trung Trach,Huyện,Xã,District,Commune
Quảng Bình,Bố Trạch,Tây Trạch,Tỉnh Quảng Bình,Huyện Bố Trạch,Xã Tây Trạch,Bố Trạch,Tây Trạch,Quang Binh,Bo Trach,Tay Trach,Quang Binh Province,Bo Trach District,Tay Trach Commune,Bo Trach,Tay Trach,Huyện,Xã,District,Commune
Quảng Bình,Bố Trạch,Hòa Trạch,Tỉnh Quảng Bình,Huyện Bố Trạch,Xã Hòa Trạch,Bố Trạch,Hòa Trạch,Quang Binh,Bo Trach,Hoa Trach,Quang Binh Province,Bo Trach District,Hoa Trach Commune,Bo Trach,Hoa Trach,Huyện,Xã,District,Commune
Quảng Bình,Bố Trạch,Đại Trạch,Tỉnh Quảng Bình,Huyện Bố Trạch,Xã Đại Trạch,Bố Trạch,Đại Trạch,Quang Binh,Bo Trach,Dai Trach,Quang Binh Province,Bo Trach District,Dai Trach Commune,Bo Trach,Dai Trach,Huyện,Xã,District,Commune
Quảng Bình,Bố Trạch,Nhân Trạch,Tỉnh Quảng Bình,Huyện Bố Trạch,Xã Nhân Trạch,Bố Trạch,Nhân Trạch,Quang Binh,Bo Trach,Nhan Trach,Quang Binh Province,Bo Trach District,Nhan Trach Commune,Bo Trach,Nhan Trach,Huyện,Xã,District,Commune
Quảng Bình,Bố Trạch,Tân Trạch,Tỉnh Quảng Bình,Huyện Bố Trạch,Xã Tân Trạch,Bố Trạch,Tân Trạch,Quang Binh,Bo Trach,Tan Trach,Quang Binh Province,Bo Trach District,Tan Trach Commune,Bo Trach,Tan Trach,Huyện,Xã,District,Commune
Quảng Bình,Bố Trạch,Nam Trạch,Tỉnh Quảng Bình,Huyện Bố Trạch,Xã Nam Trạch,Bố Trạch,Nam Trạch,Quang Binh,Bo Trach,Nam Trach,Quang Binh Province,Bo Trach District,Nam Trach Commune,Bo Trach,Nam Trach,Huyện,Xã,District,Commune
Quảng Bình,Bố Trạch,Lý Trạch,Tỉnh Quảng Bình,Huyện Bố Trạch,Xã Lý Trạch,Bố Trạch,Lý Trạch,Quang Binh,Bo Trach,Ly Trach,Quang Binh Province,Bo Trach District,Ly Trach Commune,Bo Trach,Ly Trach,Huyện,Xã,District,Commune
Quảng Bình,Quảng Ninh,Quán Hàu,Tỉnh Quảng Bình,Huyện Quảng Ninh,Thị trấn Quán Hàu,Quảng Ninh,Quán Hàu,Quang Binh,Quang Ninh,Quan Hau,Quang Binh Province,Quang Ninh District,Quan Hau Town,Quang Ninh,Quan Hau,Huyện,Thị trấn,District,Town
Quảng Bình,Quảng Ninh,Trường Sơn,Tỉnh Quảng Bình,Huyện Quảng Ninh,Xã Trường Sơn,Quảng Ninh,Trường Sơn,Quang Binh,Quang Ninh,Truong Son,Quang Binh Province,Quang Ninh District,Truong Son Commune,Quang Ninh,Truong Son,Huyện,Xã,District,Commune
Quảng Bình,Quảng Ninh,Lương Ninh,Tỉnh Quảng Bình,Huyện Quảng Ninh,Xã Lương Ninh,Quảng Ninh,Lương Ninh,Quang Binh,Quang Ninh,Luong Ninh,Quang Binh Province,Quang Ninh District,Luong Ninh Commune,Quang Ninh,Luong Ninh,Huyện,Xã,District,Commune
Quảng Bình,Quảng Ninh,Vĩnh Ninh,Tỉnh Quảng Bình,Huyện Quảng Ninh,Xã Vĩnh Ninh,Quảng Ninh,Vĩnh Ninh,Quang Binh,Quang Ninh,Vinh Ninh,Quang Binh Province,Quang Ninh District,Vinh Ninh Commune,Quang Ninh,Vinh Ninh,Huyện,Xã,District,Commune
Quảng Bình,Quảng Ninh,Võ Ninh,Tỉnh Quảng Bình,Huyện Quảng Ninh,Xã Võ Ninh,Quảng Ninh,Võ Ninh,Quang Binh,Quang Ninh,Vo Ninh,Quang Binh Province,Quang Ninh District,Vo Ninh Commune,Quang Ninh,Vo Ninh,Huyện,Xã,District,Commune
Quảng Bình,Quảng Ninh,Hải Ninh,Tỉnh Quảng Bình,Huyện Quảng Ninh,Xã Hải Ninh,Quảng Ninh,Hải Ninh,Quang Binh,Quang Ninh,Hai Ninh,Quang Binh Province,Quang Ninh District,Hai Ninh Commune,Quang Ninh,Hai Ninh,Huyện,Xã,District,Commune
Quảng Bình,Quảng Ninh,Hàm Ninh,Tỉnh Quảng Bình,Huyện Quảng Ninh,Xã Hàm Ninh,Quảng Ninh,Hàm Ninh,Quang Binh,Quang Ninh,Ham Ninh,Quang Binh Province,Quang Ninh District,Ham Ninh Commune,Quang Ninh,Ham Ninh,Huyện,Xã,District,Commune
Quảng Bình,Quảng Ninh,Duy Ninh,Tỉnh Quảng Bình,Huyện Quảng Ninh,Xã Duy Ninh,Quảng Ninh,Duy Ninh,Quang Binh,Quang Ninh,Duy Ninh,Quang Binh Province,Quang Ninh District,Duy Ninh Commune,Quang Ninh,Duy Ninh,Huyện,Xã,District,Commune
Quảng Bình,Quảng Ninh,Gia Ninh,Tỉnh Quảng Bình,Huyện Quảng Ninh,Xã Gia Ninh,Quảng Ninh,Gia Ninh,Quang Binh,Quang Ninh,Gia Ninh,Quang Binh Province,Quang Ninh District,Gia Ninh Commune,Quang Ninh,Gia Ninh,Huyện,Xã,District,Commune
Quảng Bình,Quảng Ninh,Trường Xuân,Tỉnh Quảng Bình,Huyện Quảng Ninh,Xã Trường Xuân,Quảng Ninh,Trường Xuân,Quang Binh,Quang Ninh,Truong Xuan,Quang Binh Province,Quang Ninh District,Truong Xuan Commune,Quang Ninh,Truong Xuan,Huyện,Xã,District,Commune
Quảng Bình,Quảng Ninh,Hiền Ninh,Tỉnh Quảng Bình,Huyện Quảng Ninh,Xã Hiền Ninh,Quảng Ninh,Hiền Ninh,Quang Binh,Quang Ninh,Hien Ninh,Quang Binh Province,Quang Ninh District,Hien Ninh Commune,Quang Ninh,Hien Ninh,Huyện,Xã,District,Commune
Quảng Bình,Quảng Ninh,Tân Ninh,Tỉnh Quảng Bình,Huyện Quảng Ninh,Xã Tân Ninh,Quảng Ninh,Tân Ninh,Quang Binh,Quang Ninh,Tan Ninh,Quang Binh Province,Quang Ninh District,Tan Ninh Commune,Quang Ninh,Tan Ninh,Huyện,Xã,District,Commune
Quảng Bình,Quảng Ninh,Xuân Ninh,Tỉnh Quảng Bình,Huyện Quảng Ninh,Xã Xuân Ninh,Quảng Ninh,Xuân Ninh,Quang Binh,Quang Ninh,Xuan Ninh,Quang Binh Province,Quang Ninh District,Xuan Ninh Commune,Quang Ninh,Xuan Ninh,Huyện,Xã,District,Commune
Quảng Bình,Quảng Ninh,An Ninh,Tỉnh Quảng Bình,Huyện Quảng Ninh,Xã An Ninh,Quảng Ninh,An Ninh,Quang Binh,Quang Ninh,An Ninh,Quang Binh Province,Quang Ninh District,An Ninh Commune,Quang Ninh,An Ninh,Huyện,Xã,District,Commune
Quảng Bình,Quảng Ninh,Vạn Ninh,Tỉnh Quảng Bình,Huyện Quảng Ninh,Xã Vạn Ninh,Quảng Ninh,Vạn Ninh,Quang Binh,Quang Ninh,Van Ninh,Quang Binh Province,Quang Ninh District,Van Ninh Commune,Quang Ninh,Van Ninh,Huyện,Xã,District,Commune
Quảng Bình,Lệ Thủy,NT Lệ Ninh,Tỉnh Quảng Bình,Huyện Lệ Thủy,Thị trấn NT Lệ Ninh,Lệ Thủy,NT Lệ Ninh,Quang Binh,Le Thuy,NT Le Ninh,Quang Binh Province,Le Thuy District,NT Le Ninh Town,Le Thuy,NT Le Ninh,Huyện,Thị trấn,District,Town
Quảng Bình,Lệ Thủy,Kiến Giang,Tỉnh Quảng Bình,Huyện Lệ Thủy,Thị trấn Kiến Giang,Lệ Thủy,Kiến Giang,Quang Binh,Le Thuy,Kien Giang,Quang Binh Province,Le Thuy District,Kien Giang Town,Le Thuy,Kien Giang,Huyện,Thị trấn,District,Town
Quảng Bình,Lệ Thủy,Hồng Thủy,Tỉnh Quảng Bình,Huyện Lệ Thủy,Xã Hồng Thủy,Lệ Thủy,Hồng Thủy,Quang Binh,Le Thuy,Hong Thuy,Quang Binh Province,Le Thuy District,Hong Thuy Commune,Le Thuy,Hong Thuy,Huyện,Xã,District,Commune
Quảng Bình,Lệ Thủy,Ngư Thủy Bắc,Tỉnh Quảng Bình,Huyện Lệ Thủy,Xã Ngư Thủy Bắc,Lệ Thủy,Ngư Thủy Bắc,Quang Binh,Le Thuy,Ngu Thuy Bac,Quang Binh Province,Le Thuy District,Ngu Thuy Bac Commune,Le Thuy,Ngu Thuy Bac,Huyện,Xã,District,Commune
Quảng Bình,Lệ Thủy,Hoa Thủy,Tỉnh Quảng Bình,Huyện Lệ Thủy,Xã Hoa Thủy,Lệ Thủy,Hoa Thủy,Quang Binh,Le Thuy,Hoa Thuy,Quang Binh Province,Le Thuy District,Hoa Thuy Commune,Le Thuy,Hoa Thuy,Huyện,Xã,District,Commune
Quảng Bình,Lệ Thủy,Thanh Thủy,Tỉnh Quảng Bình,Huyện Lệ Thủy,Xã Thanh Thủy,Lệ Thủy,Thanh Thủy,Quang Binh,Le Thuy,Thanh Thuy,Quang Binh Province,Le Thuy District,Thanh Thuy Commune,Le Thuy,Thanh Thuy,Huyện,Xã,District,Commune
Quảng Bình,Lệ Thủy,An Thủy,Tỉnh Quảng Bình,Huyện Lệ Thủy,Xã An Thủy,Lệ Thủy,An Thủy,Quang Binh,Le Thuy,An Thuy,Quang Binh Province,Le Thuy District,An Thuy Commune,Le Thuy,An Thuy,Huyện,Xã,District,Commune
Quảng Bình,Lệ Thủy,Phong Thủy,Tỉnh Quảng Bình,Huyện Lệ Thủy,Xã Phong Thủy,Lệ Thủy,Phong Thủy,Quang Binh,Le Thuy,Phong Thuy,Quang Binh Province,Le Thuy District,Phong Thuy Commune,Le Thuy,Phong Thuy,Huyện,Xã,District,Commune
Quảng Bình,Lệ Thủy,Cam Thủy,Tỉnh Quảng Bình,Huyện Lệ Thủy,Xã Cam Thủy,Lệ Thủy,Cam Thủy,Quang Binh,Le Thuy,Cam Thuy,Quang Binh Province,Le Thuy District,Cam Thuy Commune,Le Thuy,Cam Thuy,Huyện,Xã,District,Commune
